Barcelona/283.2.0.18.61 (iPhone10,2; iOS 12_4_2; en_BD; en; scale=2.00; 750x1334; 451367207) AppleWebKit/420+
Barcelona/233.4.0.18.61 (iPhone12,4; iOS 12_4_4; th_TH; en; scale=2.00; 828x1792; 456926058) AppleWebKit/420+
Barcelona/259.9.0.18.61 (iPhone7,9; iOS 14_7; en_IN; en; scale=2.00; 750x1334; 519455425) AppleWebKit/420+
Barcelona/236.8.0.18.61 (iPhone9,8; iOS 9_3_5; en_ID; en; scale=2.00; 750x1334; 589640870) AppleWebKit/420+
Barcelona/261.4.0.18.61 (iPhone12,4; iOS 11_0_1; en_ID; en; scale=2.00; 828x1792; 442533694) AppleWebKit/420+
Barcelona/279.4.0.18.61 (iPhone12,4; iOS 11_3_1; en_AF; en; scale=2.00; 828x1792; 4183843) AppleWebKit/420+
Barcelona/241.3.0.18.61 (iPhone7,3; iOS 16_0_3; en_AF; en; scale=2.00; 750x1334; 450576493) AppleWebKit/420+
Barcelona/275.4.0.18.61 (iPhone5,4; iOS 16_0; en_PK; en; scale=2.00; 640x1136; 517392305) AppleWebKit/420+
Barcelona/262.1.0.18.61 (iPhone7,1; iOS 10_3_2; en_GB; en; scale=2.00; 750x1334; 574510888) AppleWebKit/420+
Barcelona/297.4.0.18.61 (iPhone12,4; iOS 14_4; de_DE; en; scale=2.00; 828x1792; 557688190) AppleWebKit/420+
Barcelona/275.9.0.18.61 (iPhone5,9; iOS 14_0_1; en_BD; en; scale=2.00; 640x1136; 573035528) AppleWebKit/420+
Barcelona/253.5.0.18.61 (iPhone12,5; iOS 12_4_5; en_IN; en; scale=2.00; 828x1792; 469486797) AppleWebKit/420+
Barcelona/250.3.0.18.61 (iPhone7,3; iOS 11_0_3; th_TH; en; scale=2.00; 750x1334; 4183843) AppleWebKit/420+
Barcelona/246.7.0.18.61 (iPhone12,7; iOS 12_1_1; en_IN; en; scale=2.00; 828x1792; 572957268) AppleWebKit/420+
Barcelona/218.4.0.18.61 (iPhone10,4; iOS 11_3_1; en_IN; en; scale=2.00; 750x1334; 454014197) AppleWebKit/420+
Barcelona/278.2.0.18.61 (iPhone9,2; iOS 13_2_2; en_PK; en; scale=2.00; 750x1334; 543017003) AppleWebKit/420+
Barcelona/225.2.0.18.61 (iPhone5,2; iOS 9_3; en_IN; en; scale=2.00; 640x1136; 441741211) AppleWebKit/420+
Barcelona/260.9.0.18.61 (iPhone10,9; iOS 14_0_1; en_ID; en; scale=2.00; 750x1334; 461396611) AppleWebKit/420+
Barcelona/218.1.0.18.61 (iPhone10,1; iOS 13_2_2; de_DE; en; scale=2.00; 750x1334; 531569954) AppleWebKit/420+
Barcelona/226.7.0.18.61 (iPhone12,7; iOS 13_0; ru_RU; en; scale=2.00; 828x1792; 477008339) AppleWebKit/420+
Barcelona/281.3.0.18.61 (iPhone9,3; iOS 12_5_4; th_TH; en; scale=2.00; 750x1334; 517742720) AppleWebKit/420+
Barcelona/231.1.0.18.61 (iPhone9,1; iOS 11_1_1; en_BD; en; scale=2.00; 750x1334; 464757565) AppleWebKit/420+
Barcelona/235.4.0.18.61 (iPhone12,4; iOS 17_0_2; en_PK; en; scale=2.00; 828x1792; 559115888) AppleWebKit/420+
Barcelona/275.4.0.18.61 (iPhone10,4; iOS 12_1_2; de_DE; en; scale=2.00; 750x1334; 514344384) AppleWebKit/420+
Barcelona/201.5.0.18.61 (iPhone9,5; iOS 11_2_5; en_GB; en; scale=2.00; 750x1334; 556764124) AppleWebKit/420+
Barcelona/249.6.0.18.61 (iPhone7,6; iOS 8_0_2; en_GB; en; scale=2.00; 750x1334; 531692597) AppleWebKit/420+
Barcelona/257.3.0.18.61 (iPhone9,3; iOS 13_5; en_IN; en; scale=2.00; 750x1334; 468140572) AppleWebKit/420+
Barcelona/255.2.0.18.61 (iPhone12,2; iOS 11_0_3; en_GB; en; scale=2.00; 828x1792; 557688190) AppleWebKit/420+
Barcelona/274.6.0.18.61 (iPhone9,6; iOS 11_1; en_BD; en; scale=2.00; 750x1334; 467853488) AppleWebKit/420+
Barcelona/225.6.0.18.61 (iPhone5,6; iOS 12_5_2; en_IN; en; scale=2.00; 640x1136; 59232369) AppleWebKit/420+
Barcelona/256.6.0.18.61 (iPhone10,6; iOS 10_0_3; en_IN; en; scale=2.00; 750x1334; 545450473) AppleWebKit/420+
Barcelona/287.6.0.18.61 (iPhone9,6; iOS 16_0_2; en_BD; en; scale=2.00; 750x1334; 573035528) AppleWebKit/420+
Barcelona/296.7.0.18.61 (iPhone7,7; iOS 12_0; th_TH; en; scale=2.00; 750x1334; 48628143) AppleWebKit/420+
Barcelona/292.3.0.18.61 (iPhone9,3; iOS 12_3_1; it_IT; en; scale=2.00; 750x1334; 485160637) AppleWebKit/420+
Barcelona/242.1.0.18.61 (iPhone7,1; iOS 16_5_1; ru_RU; en; scale=2.00; 750x1334; 572957268) AppleWebKit/420+
Barcelona/225.2.0.18.61 (iPhone9,2; iOS 12_0_1; en_IN; en; scale=2.00; 750x1334; 564088489) AppleWebKit/420+
Barcelona/253.6.0.18.61 (iPhone12,6; iOS 8_0_1; en_PK; en; scale=2.00; 828x1792; 55941161) AppleWebKit/420+
Barcelona/220.8.0.18.61 (iPhone10,8; iOS 10_1_1; en_AF; en; scale=2.00; 750x1334; 58517176) AppleWebKit/420+
Barcelona/279.8.0.18.61 (iPhone5,8; iOS 14_1; ru_RU; en; scale=2.00; 640x1136; 485160637) AppleWebKit/420+
Barcelona/274.3.0.18.61 (iPhone12,3; iOS 14_3; de_DE; en; scale=2.00; 828x1792; 511907937) AppleWebKit/420+
Barcelona/229.7.0.18.61 (iPhone12,7; iOS 14_2; de_DE; en; scale=2.00; 828x1792; 58517176) AppleWebKit/420+
Barcelona/250.3.0.18.61 (iPhone10,3; iOS 9_3_4; th_TH; en; scale=2.00; 750x1334; 467853488) AppleWebKit/420+
Barcelona/284.6.0.18.61 (iPhone7,6; iOS 12_4_6; en_PK; en; scale=2.00; 750x1334; 442533694) AppleWebKit/420+
Barcelona/248.2.0.18.61 (iPhone7,2; iOS 17_0_2; en_PK; en; scale=2.00; 750x1334; 493070840) AppleWebKit/420+
Barcelona/207.4.0.18.61 (iPhone5,4; iOS 11_0_2; en_US; en; scale=2.00; 640x1136; 537545559) AppleWebKit/420+
Barcelona/281.8.0.18.61 (iPhone9,8; iOS 8_2; th_TH; en; scale=2.00; 750x1334; 526793458) AppleWebKit/420+
Barcelona/285.9.0.18.61 (iPhone12,9; iOS 11_0_3; it_IT; en; scale=2.00; 828x1792; 571972734) AppleWebKit/420+
Barcelona/273.3.0.18.61 (iPhone12,3; iOS 11_3; en_BD; en; scale=2.00; 828x1792; 43271193) AppleWebKit/420+
Barcelona/212.1.0.18.61 (iPhone5,1; iOS 16_5; en_GB; en; scale=2.00; 640x1136; 568884681) AppleWebKit/420+
Barcelona/224.9.0.18.61 (iPhone7,9; iOS 13_1; ru_RU; en; scale=2.00; 750x1334; 531692597) AppleWebKit/420+
Barcelona/239.5.0.18.61 (iPhone10,5; iOS 16_0_2; de_DE; en; scale=2.00; 750x1334; 598410521) AppleWebKit/420+
Barcelona/293.1.0.18.61 (iPhone7,1; iOS 11_3_1; en_IN; en; scale=2.00; 750x1334; 592280365) AppleWebKit/420+
Barcelona/254.6.0.18.61 (iPhone12,6; iOS 11_2; en_ID; en; scale=2.00; 828x1792; 439065340) AppleWebKit/420+
Barcelona/273.1.0.18.61 (iPhone12,1; iOS 11_4_1; ru_RU; en; scale=2.00; 828x1792; 589640870) AppleWebKit/420+
Barcelona/240.5.0.18.61 (iPhone5,5; iOS 13_4; en_BD; en; scale=2.00; 640x1136; 554327837) AppleWebKit/420+
Barcelona/274.8.0.18.61 (iPhone7,8; iOS 12_1_3; en_AF; en; scale=2.00; 750x1334; 543017003) AppleWebKit/420+
Barcelona/280.1.0.18.61 (iPhone10,1; iOS 15_6_1; it_IT; en; scale=2.00; 750x1334; 469486797) AppleWebKit/420+
Barcelona/212.7.0.18.61 (iPhone9,7; iOS 15_3; en_GB; en; scale=2.00; 750x1334; 425325211) AppleWebKit/420+
Barcelona/221.4.0.18.61 (iPhone12,4; iOS 16_2; en_BD; en; scale=2.00; 828x1792; 454014197) AppleWebKit/420+
Barcelona/221.7.0.18.61 (iPhone12,7; iOS 12_0; en_ID; en; scale=2.00; 828x1792; 559222151) AppleWebKit/420+
Barcelona/204.8.0.18.61 (iPhone10,8; iOS 17_0_3; en_BD; en; scale=2.00; 750x1334; 543017003) AppleWebKit/420+
Barcelona/290.1.0.18.61 (iPhone5,1; iOS 11_0_2; en_PK; en; scale=2.00; 640x1136; 592280365) AppleWebKit/420+
Barcelona/274.4.0.18.61 (iPhone12,4; iOS 7_0_6; de_DE; en; scale=2.00; 828x1792; 425325211) AppleWebKit/420+
Barcelona/233.6.0.18.61 (iPhone9,6; iOS 12_4_2; th_TH; en; scale=2.00; 750x1334; 594034127) AppleWebKit/420+
Barcelona/202.6.0.18.61 (iPhone7,6; iOS 10_1; en_ID; en; scale=2.00; 750x1334; 4183843) AppleWebKit/420+
Barcelona/216.1.0.18.61 (iPhone12,1; iOS 9_0_2; en_GB; en; scale=2.00; 828x1792; 526793458) AppleWebKit/420+
Barcelona/295.6.0.18.61 (iPhone9,6; iOS 11_4_1; th_TH; en; scale=2.00; 750x1334; 573095041) AppleWebKit/420+
Barcelona/284.6.0.18.61 (iPhone10,6; iOS 12_4_5; en_AF; en; scale=2.00; 750x1334; 592280365) AppleWebKit/420+
Barcelona/233.5.0.18.61 (iPhone5,5; iOS 12_5_1; en_AF; en; scale=2.00; 640x1136; 412944454) AppleWebKit/420+
Barcelona/264.8.0.18.61 (iPhone10,8; iOS 10_0; en_US; en; scale=2.00; 750x1334; 412944454) AppleWebKit/420+
Barcelona/298.3.0.18.61 (iPhone9,3; iOS 12_1_1; en_ID; en; scale=2.00; 750x1334; 537545559) AppleWebKit/420+
Barcelona/202.1.0.18.61 (iPhone12,1; iOS 7_0_4; en_AF; en; scale=2.00; 828x1792; 466169273) AppleWebKit/420+
Barcelona/270.4.0.18.61 (iPhone12,4; iOS 15_0; it_IT; en; scale=2.00; 828x1792; 554327837) AppleWebKit/420+
Barcelona/283.4.0.18.61 (iPhone9,4; iOS 13_5_1; en_GB; en; scale=2.00; 750x1334; 450576493) AppleWebKit/420+
Barcelona/221.1.0.18.61 (iPhone12,1; iOS 11_1_1; en_PK; en; scale=2.00; 828x1792; 466893494) AppleWebKit/420+
Barcelona/267.9.0.18.61 (iPhone10,9; iOS 10_1; en_BD; en; scale=2.00; 750x1334; 59232369) AppleWebKit/420+
Barcelona/287.2.0.18.61 (iPhone12,2; iOS 17_0_3; en_GB; en; scale=2.00; 828x1792; 456926058) AppleWebKit/420+
Barcelona/234.1.0.18.61 (iPhone10,1; iOS 10_2_1; en_ID; en; scale=2.00; 750x1334; 519170554) AppleWebKit/420+
Barcelona/259.2.0.18.61 (iPhone12,2; iOS 8_0_2; en_IN; en; scale=2.00; 828x1792; 472314904) AppleWebKit/420+
Barcelona/258.1.0.18.61 (iPhone9,1; iOS 16_5; it_IT; en; scale=2.00; 750x1334; 467853488) AppleWebKit/420+
Barcelona/253.2.0.18.61 (iPhone12,2; iOS 14_4_1; en_IN; en; scale=2.00; 828x1792; 554327837) AppleWebKit/420+
Barcelona/294.3.0.18.61 (iPhone12,3; iOS 17_0_2; it_IT; en; scale=2.00; 828x1792; 576579234) AppleWebKit/420+
Barcelona/233.9.0.18.61 (iPhone9,9; iOS 12_5; th_TH; en; scale=2.00; 750x1334; 454329256) AppleWebKit/420+
Barcelona/228.2.0.18.61 (iPhone10,2; iOS 7_0; en_GB; en; scale=2.00; 750x1334; 517392305) AppleWebKit/420+
Barcelona/254.6.0.18.61 (iPhone9,6; iOS 10_1_1; de_DE; en; scale=2.00; 750x1334; 458138198) AppleWebKit/420+
Barcelona/282.6.0.18.61 (iPhone10,6; iOS 14_4_2; en_GB; en; scale=2.00; 750x1334; 44874193) AppleWebKit/420+
Barcelona/238.5.0.18.61 (iPhone9,5; iOS 17_0_1; en_US; en; scale=2.00; 750x1334; 511907937) AppleWebKit/420+
Barcelona/222.6.0.18.61 (iPhone10,6; iOS 17_0; it_IT; en; scale=2.00; 750x1334; 467853488) AppleWebKit/420+
Barcelona/293.7.0.18.61 (iPhone9,7; iOS 11_2_1; en_IN; en; scale=2.00; 750x1334; 573035528) AppleWebKit/420+
Barcelona/274.5.0.18.61 (iPhone9,5; iOS 11_4_1; th_TH; en; scale=2.00; 750x1334; 519455425) AppleWebKit/420+
Barcelona/213.5.0.18.61 (iPhone9,5; iOS 11_1_1; it_IT; en; scale=2.00; 750x1334; 592807627) AppleWebKit/420+
Barcelona/299.2.0.18.61 (iPhone9,2; iOS 17_0_2; en_BD; en; scale=2.00; 750x1334; 594034127) AppleWebKit/420+
Barcelona/292.2.0.18.61 (iPhone7,2; iOS 12_2; en_AF; en; scale=2.00; 750x1334; 472314904) AppleWebKit/420+
Barcelona/275.6.0.18.61 (iPhone10,6; iOS 16_5; en_AF; en; scale=2.00; 750x1334; 557688190) AppleWebKit/420+
Barcelona/278.9.0.18.61 (iPhone10,9; iOS 9_3_6; en_IN; en; scale=2.00; 750x1334; 573035528) AppleWebKit/420+
Barcelona/218.9.0.18.61 (iPhone12,9; iOS 14_7_1; en_BD; en; scale=2.00; 828x1792; 48628143) AppleWebKit/420+
Barcelona/217.1.0.18.61 (iPhone12,1; iOS 12_1_2; ru_RU; en; scale=2.00; 828x1792; 568884681) AppleWebKit/420+
Barcelona/266.5.0.18.61 (iPhone12,5; iOS 16_2; en_AF; en; scale=2.00; 828x1792; 571972734) AppleWebKit/420+
Barcelona/281.5.0.18.61 (iPhone7,5; iOS 12_4_6; it_IT; en; scale=2.00; 750x1334; 490729331) AppleWebKit/420+
Barcelona/277.4.0.18.61 (iPhone9,4; iOS 14_4; en_IN; en; scale=2.00; 750x1334; 417553628) AppleWebKit/420+
Barcelona/299.7.0.18.61 (iPhone7,7; iOS 17_0; en_IN; en; scale=2.00; 750x1334; 527235363) AppleWebKit/420+
Barcelona/283.7.0.18.61 (iPhone5,7; iOS 13_2; de_DE; en; scale=2.00; 640x1136; 572957268) AppleWebKit/420+
Barcelona/274.3.0.18.61 (iPhone10,3; iOS 13_0; en_BD; en; scale=2.00; 750x1334; 425325211) AppleWebKit/420+
Barcelona/209.9.0.18.61 (iPhone9,9; iOS 12_3_2; en_BD; en; scale=2.00; 750x1334; 458138198) AppleWebKit/420+
Barcelona/255.9.0.18.61 (iPhone7,9; iOS 14_4_1; th_TH; en; scale=2.00; 750x1334; 556764124) AppleWebKit/420+
Barcelona/224.6.0.18.61 (iPhone7,6; iOS 9_3_4; th_TH; en; scale=2.00; 750x1334; 477893209) AppleWebKit/420+
Barcelona/210.2.0.18.61 (iPhone12,2; iOS 9_3_6; en_AF; en; scale=2.00; 828x1792; 519170554) AppleWebKit/420+
Barcelona/293.6.0.18.61 (iPhone10,6; iOS 17_0_3; ru_RU; en; scale=2.00; 750x1334; 433233827) AppleWebKit/420+
Barcelona/291.5.0.18.61 (iPhone7,5; iOS 12_4_1; de_DE; en; scale=2.00; 750x1334; 593153608) AppleWebKit/420+
Barcelona/247.1.0.18.61 (iPhone5,1; iOS 11_3_1; en_BD; en; scale=2.00; 640x1136; 485160637) AppleWebKit/420+
Barcelona/289.5.0.18.61 (iPhone7,5; iOS 11_1_2; it_IT; en; scale=2.00; 750x1334; 596316756) AppleWebKit/420+
Barcelona/215.9.0.18.61 (iPhone7,9; iOS 14_1; de_DE; en; scale=2.00; 750x1334; 556764124) AppleWebKit/420+
Barcelona/223.3.0.18.61 (iPhone10,3; iOS 15_2_1; en_GB; en; scale=2.00; 750x1334; 477893209) AppleWebKit/420+
Barcelona/240.7.0.18.61 (iPhone5,7; iOS 9_3_5; en_PK; en; scale=2.00; 640x1136; 490729331) AppleWebKit/420+
Barcelona/227.7.0.18.61 (iPhone10,7; iOS 8_2; en_ID; en; scale=2.00; 750x1334; 54791728) AppleWebKit/420+
Barcelona/215.7.0.18.61 (iPhone10,7; iOS 7_1_2; de_DE; en; scale=2.00; 750x1334; 523606519) AppleWebKit/420+
Barcelona/260.5.0.18.61 (iPhone12,5; iOS 12_3_2; de_DE; en; scale=2.00; 828x1792; 559222151) AppleWebKit/420+
Barcelona/273.1.0.18.61 (iPhone5,1; iOS 13_4; en_GB; en; scale=2.00; 640x1136; 466169273) AppleWebKit/420+
Barcelona/221.8.0.18.61 (iPhone12,8; iOS 13_7; en_GB; en; scale=2.00; 828x1792; 528859636) AppleWebKit/420+
Barcelona/264.9.0.18.61 (iPhone7,9; iOS 7_0_5; en_US; en; scale=2.00; 750x1334; 450576493) AppleWebKit/420+
Barcelona/276.9.0.18.61 (iPhone7,9; iOS 8_1_1; en_PK; en; scale=2.00; 750x1334; 466169273) AppleWebKit/420+
Barcelona/244.2.0.18.61 (iPhone10,2; iOS 14_1; de_DE; en; scale=2.00; 750x1334; 522303323) AppleWebKit/420+
Barcelona/294.8.0.18.61 (iPhone9,8; iOS 12_4_7; en_BD; en; scale=2.00; 750x1334; 522303323) AppleWebKit/420+
Barcelona/230.8.0.18.61 (iPhone5,8; iOS 12_5_6; en_PK; en; scale=2.00; 640x1136; 527235363) AppleWebKit/420+
Barcelona/271.2.0.18.61 (iPhone9,2; iOS 12_4_5; en_IN; en; scale=2.00; 750x1334; 427032901) AppleWebKit/420+
Barcelona/296.6.0.18.61 (iPhone7,6; iOS 7_0_5; it_IT; en; scale=2.00; 750x1334; 556764124) AppleWebKit/420+
Barcelona/274.9.0.18.61 (iPhone12,9; iOS 13_0; ru_RU; en; scale=2.00; 828x1792; 43271193) AppleWebKit/420+
Barcelona/244.9.0.18.61 (iPhone5,9; iOS 8_0_2; en_PK; en; scale=2.00; 640x1136; 490729331) AppleWebKit/420+
Barcelona/251.1.0.18.61 (iPhone9,1; iOS 12_1_3; en_AF; en; scale=2.00; 750x1334; 454014197) AppleWebKit/420+
Barcelona/206.4.0.18.61 (iPhone7,4; iOS 13_6_1; en_AF; en; scale=2.00; 750x1334; 469486797) AppleWebKit/420+
Barcelona/287.9.0.18.61 (iPhone7,9; iOS 9_3_3; it_IT; en; scale=2.00; 750x1334; 59232369) AppleWebKit/420+
Barcelona/209.2.0.18.61 (iPhone12,2; iOS 15_0_2; en_BD; en; scale=2.00; 828x1792; 592280365) AppleWebKit/420+
Barcelona/285.9.0.18.61 (iPhone12,9; iOS 10_2; th_TH; en; scale=2.00; 828x1792; 571972734) AppleWebKit/420+
Barcelona/295.2.0.18.61 (iPhone5,2; iOS 10_0; en_BD; en; scale=2.00; 640x1136; 571972734) AppleWebKit/420+
Barcelona/265.8.0.18.61 (iPhone9,8; iOS 16_1_2; en_IN; en; scale=2.00; 750x1334; 48628143) AppleWebKit/420+
Barcelona/201.4.0.18.61 (iPhone10,4; iOS 13_1_2; en_IN; en; scale=2.00; 750x1334; 425325211) AppleWebKit/420+
Barcelona/202.5.0.18.61 (iPhone5,5; iOS 16_0_3; th_TH; en; scale=2.00; 640x1136; 593153608) AppleWebKit/420+
Barcelona/258.6.0.18.61 (iPhone5,6; iOS 14_5; en_US; en; scale=2.00; 640x1136; 594034127) AppleWebKit/420+
Barcelona/207.5.0.18.61 (iPhone10,5; iOS 16_3_1; de_DE; en; scale=2.00; 750x1334; 44874193) AppleWebKit/420+
Barcelona/269.4.0.18.61 (iPhone9,4; iOS 12_4_3; en_US; en; scale=2.00; 750x1334; 490729331) AppleWebKit/420+
Barcelona/202.1.0.18.61 (iPhone5,1; iOS 10_0_1; en_GB; en; scale=2.00; 640x1136; 441741211) AppleWebKit/420+
Barcelona/238.1.0.18.61 (iPhone10,1; iOS 10_3_2; en_US; en; scale=2.00; 750x1334; 573095041) AppleWebKit/420+
Barcelona/254.6.0.18.61 (iPhone7,6; iOS 11_4; en_AF; en; scale=2.00; 750x1334; 530745906) AppleWebKit/420+
Barcelona/263.9.0.18.61 (iPhone5,9; iOS 7_0_2; en_IN; en; scale=2.00; 640x1136; 592280365) AppleWebKit/420+
Barcelona/241.3.0.18.61 (iPhone7,3; iOS 13_7; en_PK; en; scale=2.00; 750x1334; 519455425) AppleWebKit/420+
Barcelona/261.9.0.18.61 (iPhone5,9; iOS 11_2_6; ru_RU; en; scale=2.00; 640x1136; 559222151) AppleWebKit/420+
Barcelona/266.9.0.18.61 (iPhone10,9; iOS 7_0_3; en_IN; en; scale=2.00; 750x1334; 593200359) AppleWebKit/420+
Barcelona/273.2.0.18.61 (iPhone12,2; iOS 15_5; it_IT; en; scale=2.00; 828x1792; 511907937) AppleWebKit/420+
Barcelona/222.1.0.18.61 (iPhone5,1; iOS 9_2; en_GB; en; scale=2.00; 640x1136; 519455425) AppleWebKit/420+
Barcelona/233.5.0.18.61 (iPhone9,5; iOS 12_3_2; de_DE; en; scale=2.00; 750x1334; 531598589) AppleWebKit/420+
Barcelona/222.2.0.18.61 (iPhone9,2; iOS 16_5; en_GB; en; scale=2.00; 750x1334; 485160637) AppleWebKit/420+
Barcelona/250.8.0.18.61 (iPhone9,8; iOS 12_4_5; en_US; en; scale=2.00; 750x1334; 458113781) AppleWebKit/420+
Barcelona/234.1.0.18.61 (iPhone5,1; iOS 10_0_2; ru_RU; en; scale=2.00; 640x1136; 594034127) AppleWebKit/420+
Barcelona/233.3.0.18.61 (iPhone12,3; iOS 12_4; en_ID; en; scale=2.00; 828x1792; 576579234) AppleWebKit/420+
Barcelona/262.2.0.18.61 (iPhone5,2; iOS 12_5_5; de_DE; en; scale=2.00; 640x1136; 573035528) AppleWebKit/420+
Barcelona/295.7.0.18.61 (iPhone10,7; iOS 11_1_2; en_IN; en; scale=2.00; 750x1334; 593153608) AppleWebKit/420+
Barcelona/246.5.0.18.61 (iPhone12,5; iOS 8_0_2; en_ID; en; scale=2.00; 828x1792; 571972734) AppleWebKit/420+
Barcelona/273.7.0.18.61 (iPhone12,7; iOS 11_2; it_IT; en; scale=2.00; 828x1792; 488574471) AppleWebKit/420+
Barcelona/247.3.0.18.61 (iPhone10,3; iOS 15_0; de_DE; en; scale=2.00; 750x1334; 572957268) AppleWebKit/420+
Barcelona/224.4.0.18.61 (iPhone5,4; iOS 12_3; de_DE; en; scale=2.00; 640x1136; 556764124) AppleWebKit/420+
Barcelona/225.1.0.18.61 (iPhone9,1; iOS 16_1_2; en_AF; en; scale=2.00; 750x1334; 530745906) AppleWebKit/420+
Barcelona/233.2.0.18.61 (iPhone12,2; iOS 8_4; en_ID; en; scale=2.00; 828x1792; 410077179) AppleWebKit/420+
Barcelona/230.3.0.18.61 (iPhone10,3; iOS 16_4_1; th_TH; en; scale=2.00; 750x1334; 531569954) AppleWebKit/420+
Barcelona/230.4.0.18.61 (iPhone12,4; iOS 8_1; en_ID; en; scale=2.00; 828x1792; 519170554) AppleWebKit/420+
Barcelona/271.8.0.18.61 (iPhone7,8; iOS 9_0; it_IT; en; scale=2.00; 750x1334; 436079168) AppleWebKit/420+
Barcelona/222.8.0.18.61 (iPhone10,8; iOS 14_0; en_PK; en; scale=2.00; 750x1334; 468988771) AppleWebKit/420+
Barcelona/230.5.0.18.61 (iPhone9,5; iOS 16_4; en_IN; en; scale=2.00; 750x1334; 485694226) AppleWebKit/420+
Barcelona/263.9.0.18.61 (iPhone7,9; iOS 9_0; en_PK; en; scale=2.00; 750x1334; 592280365) AppleWebKit/420+
Barcelona/287.8.0.18.61 (iPhone7,8; iOS 11_2_6; en_PK; en; scale=2.00; 750x1334; 517392305) AppleWebKit/420+
Barcelona/271.6.0.18.61 (iPhone7,6; iOS 11_2_1; it_IT; en; scale=2.00; 750x1334; 468140572) AppleWebKit/420+
Barcelona/286.4.0.18.61 (iPhone12,4; iOS 14_3; ru_RU; en; scale=2.00; 828x1792; 573095041) AppleWebKit/420+
Barcelona/206.8.0.18.61 (iPhone12,8; iOS 7_0; en_IN; en; scale=2.00; 828x1792; 439946439) AppleWebKit/420+
Barcelona/248.8.0.18.61 (iPhone9,8; iOS 14_1; en_AF; en; scale=2.00; 750x1334; 466169273) AppleWebKit/420+
Barcelona/218.1.0.18.61 (iPhone7,1; iOS 13_4; en_PK; en; scale=2.00; 750x1334; 425325211) AppleWebKit/420+
Barcelona/291.4.0.18.61 (iPhone12,4; iOS 11_4; it_IT; en; scale=2.00; 828x1792; 557688190) AppleWebKit/420+
Barcelona/294.1.0.18.61 (iPhone7,1; iOS 14_7_1; ru_RU; en; scale=2.00; 750x1334; 477008339) AppleWebKit/420+
Barcelona/277.5.0.18.61 (iPhone10,5; iOS 7_0_3; en_GB; en; scale=2.00; 750x1334; 458113781) AppleWebKit/420+
Barcelona/258.1.0.18.61 (iPhone5,1; iOS 10_0; ru_RU; en; scale=2.00; 640x1136; 487270233) AppleWebKit/420+
Barcelona/274.4.0.18.61 (iPhone7,4; iOS 14_0_1; en_AF; en; scale=2.00; 750x1334; 556764124) AppleWebKit/420+
Barcelona/217.3.0.18.61 (iPhone7,3; iOS 11_0_1; en_IN; en; scale=2.00; 750x1334; 537545559) AppleWebKit/420+
Barcelona/277.1.0.18.61 (iPhone5,1; iOS 12_5; en_IN; en; scale=2.00; 640x1136; 496680716) AppleWebKit/420+
Barcelona/279.6.0.18.61 (iPhone10,6; iOS 12_0; th_TH; en; scale=2.00; 750x1334; 466169273) AppleWebKit/420+
Barcelona/200.3.0.18.61 (iPhone7,3; iOS 11_1_2; en_PK; en; scale=2.00; 750x1334; 523606519) AppleWebKit/420+
Barcelona/293.7.0.18.61 (iPhone5,7; iOS 8_0_1; en_AF; en; scale=2.00; 640x1136; 44874193) AppleWebKit/420+
Barcelona/249.8.0.18.61 (iPhone7,8; iOS 13_3_1; ru_RU; en; scale=2.00; 750x1334; 556764124) AppleWebKit/420+
Barcelona/232.8.0.18.61 (iPhone12,8; iOS 8_1; it_IT; en; scale=2.00; 828x1792; 571972734) AppleWebKit/420+
Barcelona/289.1.0.18.61 (iPhone10,1; iOS 14_5; de_DE; en; scale=2.00; 750x1334; 443288359) AppleWebKit/420+
Barcelona/268.5.0.18.61 (iPhone5,5; iOS 16_4; de_DE; en; scale=2.00; 640x1136; 54791728) AppleWebKit/420+
Barcelona/272.7.0.18.61 (iPhone12,7; iOS 11_1_1; en_US; en; scale=2.00; 828x1792; 556764124) AppleWebKit/420+
Barcelona/222.5.0.18.61 (iPhone5,5; iOS 15_0; en_PK; en; scale=2.00; 640x1136; 436079168) AppleWebKit/420+
Barcelona/212.1.0.18.61 (iPhone10,1; iOS 7_0_2; en_AF; en; scale=2.00; 750x1334; 594034127) AppleWebKit/420+
Barcelona/263.8.0.18.61 (iPhone12,8; iOS 14_4; en_ID; en; scale=2.00; 828x1792; 526793458) AppleWebKit/420+
Barcelona/277.3.0.18.61 (iPhone7,3; iOS 7_1_1; ru_RU; en; scale=2.00; 750x1334; 559222151) AppleWebKit/420+
Barcelona/225.3.0.18.61 (iPhone10,3; iOS 16_6_1; en_BD; en; scale=2.00; 750x1334; 479117901) AppleWebKit/420+
Barcelona/207.6.0.18.61 (iPhone12,6; iOS 9_3_2; th_TH; en; scale=2.00; 828x1792; 573035528) AppleWebKit/420+
Barcelona/274.4.0.18.61 (iPhone5,4; iOS 11_2_2; de_DE; en; scale=2.00; 640x1136; 527235363) AppleWebKit/420+
Barcelona/294.2.0.18.61 (iPhone5,2; iOS 16_6; th_TH; en; scale=2.00; 640x1136; 538939019) AppleWebKit/420+
Barcelona/236.2.0.18.61 (iPhone5,2; iOS 11_3; de_DE; en; scale=2.00; 640x1136; 574510888) AppleWebKit/420+
Barcelona/243.4.0.18.61 (iPhone5,4; iOS 12_1_1; en_PK; en; scale=2.00; 640x1136; 466169273) AppleWebKit/420+
